5,8,7,9,2,7,4,3,4
9,9,4,7,5,7,6,2,8
3,6,2,8,1,4,5,9,7
7,4,1,2,6,9,8,7,5
3,6,8,1,7,5,9,4,2
9,5,6,4,4,8,3,7,set([])
4,2,set([3, 5]),set([4, 5, 6]),9,7,1,8,set([4, 6])
6,7,9,4,8,1,7,5,2
set([8, 4]),1,5,5,set([]),2,3,6,9
